iter	RMSE
344	0.5442317863
345	0.5434819004
346	0.5420747839
347	0.5418881464
348	0.5401017209
349	0.5396074966
350	0.5390069986
351	0.5388723875
352	0.5387400816
353	0.5383572932
354	0.5369888565
355	0.5356503317
356	0.5348665829
357	0.5342220655
358	0.5330566893
359	0.5315322513
360	0.5305696668
361	0.5294844634
362	0.529166167
363	0.5279023866
364	0.527053461
365	0.5261950868
366	0.5256806803
367	0.5243905566
368	0.5236689704
369	0.5228172949
370	0.5212876023
371	0.521151751
372	0.5193066287
373	0.5192098326
374	0.5179702684
375	0.5169668712
376	0.5158949347
377	0.5149374557
378	0.5148250891
379	0.5140954806
380	0.5134196593
381	0.5130720664
382	0.5124819284
383	0.5115817771
384	0.5109672825
385	0.5101379481
386	0.5093052881
387	0.5084104647
388	0.5075841294
389	0.5071824037
390	0.5066588168
391	0.5056629006
392	0.50555288
393	0.5048092573
394	0.5043124042
395	0.5025782772
396	0.5020862102
397	0.5010135982
398	0.5009290249
399	0.4999450457
400	0.4993333545
401	0.4984764845
402	0.4974750368
403	0.4964674488
404	0.4963444568
405	0.4953861431
406	0.4946655933
407	0.494566904
408	0.4937543389
409	0.4925230674
410	0.4924024479
411	0.4915180067
412	0.4903974794
413	0.4902979377
414	0.489517398
415	0.4885039552
416	0.487784951
417	0.4867801619
418	0.4862023247
419	0.4854074423
420	0.484566749
421	0.4839977469
422	0.4832616248
423	0.4816973806
424	0.4802820525
425	0.4793245244
426	0.478110317
427	0.4779972433
428	0.4773783414
429	0.4772703999
430	0.4764202731
431	0.4763187057
432	0.4756837283
433	0.4750963343
434	0.4745621672
435	0.4744701415
436	0.473021103
437	0.4726272762
438	0.4713928273
439	0.4713021775
440	0.4709822477
441	0.4702730801
442	0.4696602635
443	0.4684370698
444	0.4681038252
445	0.4679734719
446	0.4673976332
447	0.4660938975
448	0.465424003
449	0.4643672722
450	0.4638940144
451	0.4634935863
452	0.463238448
453	0.4624157259
454	0.4622775985
455	0.4611697822
456	0.4604597217
457	0.4596245825
458	0.4590806988
459	0.458156455
460	0.4575626002
461	0.4573672067
462	0.4566845276
463	0.4555284053
464	0.4553878248
465	0.4543535591
466	0.4540796953
467	0.4533069631
468	0.4524250544
469	0.4522944348
470	0.4512929779
471	0.4504350573
472	0.4497790385
473	0.4496964095
474	0.4484727867
475	0.4479040295
476	0.4470342115
477	0.4469426596
478	0.4461323584
479	0.445544386
480	0.4450011743
481	0.4443573078
482	0.4434016885
483	0.442431445
484	0.4410293561
485	0.4409461382
486	0.4408718762
487	0.4407950122
488	0.439887709
489	0.4389223688
490	0.4375855817
491	0.4365896073
492	0.4365174697
493	0.4358582984
494	0.4357786939
495	0.4355293673
496	0.4348703305
497	0.4342805242
498	0.4336464872
499	0.4324348345
500	0.4318042261
501	0.4306033885
502	0.4303349523
503	0.4298620314
504	0.4292523407
505	0.428076383
506	0.4276726235
507	0.4271173224
508	0.4269728912
509	0.4268999976
510	0.4262258856
511	0.4252274589
512	0.4251176839
513	0.4238871923
514	0.4236405204
515	0.4233629869
516	0.4225844393
517	0.422241671
518	0.421054659
519	0.4201013646
520	0.4196233158
521	0.418992358
522	0.4178292662
523	0.4173449801
524	0.4166593556
525	0.4162162117
526	0.4157361626
527	0.4152465029
528	0.4150694237
529	0.4144950434
530	0.4134069792
531	0.4126151619
532	0.4124251088
533	0.4114746811
534	0.410748822
535	0.410286784
536	0.4093793516
537	0.408952756
538	0.4084164103
539	0.4079671492
540	0.4070273148
541	0.406136874
542	0.405942151
543	0.4054646068
544	0.4049583035
545	0.4045336338
546	0.4044020345
547	0.4041199836
548	0.4039440033
549	0.403483012
550	0.4032646303
551	0.403183023
552	0.4025957406
553	0.4019569329
554	0.4014337243
555	0.4010343124
556	0.4002370526
557	0.4001689454
558	0.3991574195
559	0.3980785626
560	0.3976527106
561	0.39706008
562	0.3963485222
563	0.3962774363
564	0.3955994759
565	0.3950574028
566	0.3941777811
567	0.3936667559
568	0.3926865062
569	0.3926142413
570	0.3924833851
571	0.3915165172
572	0.3910117189
573	0.3899357362
574	0.3897823993
575	0.3893408164
576	0.3891639011
577	0.3890652935
578	0.3888207598
579	0.387775475
580	0.387542744
581	0.3871185407
582	0.3868209911
583	0.3859757397
584	0.3856354718
585	0.3854076243
586	0.3850139947
587	0.3842508778
588	0.383537439
589	0.3826861085
590	0.3823872085
591	0.381367278
592	0.3810019236
593	0.3809080767
594	0.380860883
595	0.3805522751
596	0.3799248835
597	0.3788725377
598	0.3783244301
599	0.3778867649
600	0.377086298
601	0.3767143943
602	0.3763452522
603	0.376041215
604	0.3759468352
605	0.3752725028
606	0.3747867464
607	0.37395872
608	0.373073592
609	0.37284384
610	0.3725309334
611	0.3722824757
612	0.3718649693
613	0.3712050241
614	0.3704268023
615	0.370109272
616	0.3700020469
617	0.3696561994
618	0.3690876081
619	0.3690427739
620	0.3683628533
621	0.3673551895
622	0.3672463242
623	0.3671454348
624	0.3666791949
625	0.3664004706
626	0.3657159213
627	0.3651153944
628	0.3643774186
629	0.3640337679
630	0.3636695419
631	0.363275762
632	0.3630958095
633	0.3626763326
634	0.3619239448
635	0.3615425713
636	0.3609473101
637	0.3603984151
638	0.3602422725
639	0.3597826092
640	0.359643494
641	0.3593133151
642	0.3586542327
643	0.3578287701
644	0.357430372
645	0.357269458
646	0.3566699688
647	0.3561738728
648	0.3557965861
649	0.3550794356
650	0.3545245308
651	0.3536497385
652	0.3535811765
653	0.3533786017
654	0.3531786714
655	0.3530432828
656	0.3529801794
657	0.3524763253
658	0.3522885281
659	0.3520447728
660	0.3515343905
661	0.3509673833
662	0.3508029054
663	0.3505842645
664	0.3503420967
665	0.3500254632
666	0.3499521956
667	0.349451544
668	0.3489544653
669	0.3485113932
670	0.3482968437
671	0.3481537728
672	0.3475212225
673	0.3470416798
674	0.3468120131
675	0.3457416752
676	0.3455910237
677	0.3451730884
678	0.3451167301
679	0.3449031398
680	0.3448508106
681	0.3440759432
682	0.3439242077
683	0.3438723941
684	0.3435613252
685	0.3431540782
686	0.3427543841
687	0.3420088197
688	0.3417118412
689	0.3412604644
690	0.3410902915
691	0.3407891731
692	0.3400729121
693	0.3393105718
694	0.3390837349
695	0.3387647487
696	0.3381525861
697	0.3377483729
698	0.3376958081
699	0.3370146943
700	0.3362606735
701	0.3361495073
702	0.3355878939
703	0.3355342478
704	0.3352690756
705	0.334878748
706	0.3348059515
707	0.3343415009
708	0.3342936333
709	0.3336035325
710	0.3327158922
711	0.3321873435
712	0.332136997
713	0.3320607869
714	0.3317360067
715	0.3315331075
716	0.3314219613
717	0.330940954
718	0.3301807643
719	0.3299931648
720	0.3294536755
721	0.3287039301
722	0.3286285446
723	0.3278474978
724	0.3272289377
725	0.3268911485
726	0.326492122
727	0.3259816101
728	0.3251871412
729	0.3245785598
730	0.3241577288
731	0.3241119525
732	0.3232613417
733	0.3228233829
734	0.3221638905
735	0.3221139838
736	0.3215652347
737	0.3211207259
738	0.3210450288
739	0.3204213468
740	0.3203772381
741	0.3202322256
742	0.3194370164
743	0.3188990763
744	0.3186381461
745	0.3185921893
746	0.3181936116
747	0.3177447917
748	0.3175544848
749	0.3171379965
750	0.3169521665
751	0.3164261516
752	0.3160018539
753	0.3157211429
754	0.3152179942
755	0.3150541612
756	0.3147899694
757	0.3146492865
758	0.3143984104
759	0.3139396389
760	0.3134487514
761	0.3133606251
762	0.3132969447
763	0.3127040708
764	0.3122448309
765	0.31207057
766	0.3114987167
767	0.3113780144
768	0.3111520173
769	0.3103401674
770	0.3096624287
771	0.3091124411
772	0.3084261656
773	0.3081604451
774	0.3074060603
775	0.3070492474
776	0.306781979
777	0.306737001
778	0.3062907559
779	0.3056335595
780	0.3053923447
781	0.3049911674
782	0.3045590414
783	0.3044894858
784	0.3041850559
785	0.3041581561
786	0.3039074121
787	0.3032258994
788	0.3029092629
789	0.302635525
790	0.3025027409
791	0.3019152393
792	0.3018743646
793	0.3018114735
794	0.301324563
795	0.3008149095
796	0.3004576513
797	0.2998744912
798	0.2998338886
799	0.2995572342
800	0.2993674009
801	0.2989293121
802	0.2981011145
803	0.2976174515
804	0.2972019707
805	0.2968715007
806	0.2968008646
807	0.2965943378
808	0.2964036607
809	0.2958937612
810	0.295545055
811	0.2951525731
812	0.2949227324
813	0.2944734837
814	0.2939771634
815	0.2936634576
816	0.2932877631
817	0.2931361561
818	0.2930246771
819	0.2925753955
820	0.2923802256
821	0.2920057409
822	0.2918609402
823	0.2913351616
824	0.2909610477
825	0.2906058132
826	0.2905079876
827	0.2899183079
828	0.2892925196
829	0.2891365045
830	0.2886158899
831	0.2877728347
832	0.2874080942
833	0.2872833127
834	0.2869295364
835	0.2863858497
836	0.2858464004
837	0.2857532968
838	0.2851106927
839	0.2846670561
840	0.2841443645
841	0.2841044032
842	0.2833726459
843	0.2833340177
844	0.2829826126
845	0.2829125667
846	0.2826576699
847	0.2823283088
848	0.2818255547
849	0.2813629251
850	0.2811390699
851	0.2805410673
852	0.2804208762
853	0.2803443158
854	0.280201945
855	0.2800619845
856	0.2800280341
857	0.2795567251
858	0.2793871598
859	0.2793453262
860	0.2786769173
861	0.278088269
862	0.2775906922
863	0.2771425947
864	0.276686196
865	0.2762880281
866	0.2762440447
867	0.2760466661
868	0.2753036546
869	0.274972198
870	0.2744326683
871	0.2743116097
872	0.27386537
873	0.2732925365
874	0.2732597473
875	0.272823949
876	0.2722691109
877	0.2717201645
878	0.2710953098
879	0.270663983
880	0.2701561206
881	0.2694698546
882	0.2692251364
883	0.2686893004
884	0.2684319214
885	0.2680709832
886	0.2676337743
887	0.2673873715
888	0.2670527566
889	0.2665666224
890	0.2664368747
891	0.2661461622
892	0.2660327418
893	0.2659509622
894	0.2655271466
895	0.2650759504
896	0.2649225466
897	0.2645022048
898	0.264022423
899	0.2637351741
900	0.2633141234
901	0.2631846795
902	0.2631001787
903	0.2630603436
904	0.2626141263
905	0.2624211342
906	0.2622180183
907	0.2619474393
908	0.2614921409
909	0.2609334154
910	0.260902671
911	0.260481604
912	0.2601904999
913	0.2601050796
914	0.2597642165
915	0.2595257206
916	0.2591072944
917	0.2584452251
918	0.2582928793
919	0.2577731564
920	0.257409128
921	0.2569408422
922	0.2568771983
923	0.2562716055
924	0.2560416027
925	0.2555380522
926	0.2554922227
927	0.2551262721
928	0.2547575758
929	0.2546174817
930	0.2544716248
931	0.2544103565
932	0.2540368086
933	0.2536210235
934	0.2530402047
935	0.2527361005
936	0.2526733427
937	0.2521177718
938	0.2520148935
939	0.2516820784
940	0.2515749617
941	0.2510622409
942	0.2504866852
943	0.2500389331
944	0.2497269613
945	0.2495458233
946	0.2490952407
947	0.248637886
948	0.2485166835
949	0.2484871758
950	0.2481280745
951	0.2481047001
952	0.2480869245
953	0.247507984
954	0.2472538578
955	0.2470584953
956	0.2470288495
957	0.2466090627
958	0.24630725
959	0.2457616337
960	0.2450518526
961	0.244875314
962	0.2444839085
963	0.2443771799
964	0.2442598228
965	0.2437930419
966	0.243532951
967	0.2431222592
968	0.2425498703
969	0.2423443541
970	0.2415510234
971	0.2409894093
972	0.2406021766
973	0.2401488053
974	0.2397800791
975	0.2394427978
976	0.2392604248
977	0.2389996366
978	0.2387830549
979	0.238355352
980	0.2381954065
981	0.2380597547
982	0.2379442133
983	0.237665559
984	0.2373342362
985	0.2366779877
986	0.2365466706
987	0.2361082383
988	0.2357032665
989	0.2353638434
990	0.2350267731
991	0.2345796306
992	0.2342716431
993	0.2339024985
994	0.2336352061
995	0.2335056203
996	0.2330063489
997	0.2327982934
998	0.2323416726
999	0.2323160797
