iter	RMSE
349	0.5395734342
350	0.5390017044
351	0.5381118411
352	0.536844901
353	0.5352153852
354	0.5345101461
355	0.5338908237
356	0.5327827177
357	0.5317992575
358	0.5306327474
359	0.529886962
360	0.5289508572
361	0.5281239796
362	0.5271709378
363	0.5259731603
364	0.5246676031
365	0.5231889302
366	0.5222580886
367	0.5212592989
368	0.5209175502
369	0.5207962778
370	0.5195395065
371	0.5190727104
372	0.5189015656
373	0.5180188453
374	0.5166817482
375	0.5152639019
376	0.5149554194
377	0.5144705785
378	0.5138026597
379	0.512226174
380	0.5112489928
381	0.5106960024
382	0.5102408107
383	0.5097783864
384	0.5093015341
385	0.508234437
386	0.5077007583
387	0.5066182858
388	0.5063074846
389	0.5059568847
390	0.5050606626
391	0.5040150161
392	0.5030869492
393	0.5029857892
394	0.5026144228
395	0.501212821
396	0.5001850075
397	0.4997177615
398	0.499273615
399	0.4979966116
400	0.4966314725
401	0.4961271585
402	0.4960311067
403	0.4956131321
404	0.4954779936
405	0.4953746499
406	0.4942282646
407	0.4930143938
408	0.4924597156
409	0.4918439854
410	0.4916835753
411	0.4905663833
412	0.489293109
413	0.4884554495
414	0.4883071653
415	0.4877051844
416	0.487422038
417	0.4872143415
418	0.4861915992
419	0.4860616063
420	0.4854543334
421	0.484829654
422	0.4841939391
423	0.4825033578
424	0.4820560657
425	0.4809341691
426	0.4798716841
427	0.4788604822
428	0.4774273906
429	0.4771740799
430	0.476631512
431	0.4763137193
432	0.4757808007
433	0.4743234529
434	0.4742055942
435	0.4738124017
436	0.4732741028
437	0.4728496666
438	0.4727667327
439	0.4726658259
440	0.4716672958
441	0.4705957404
442	0.470481795
443	0.4696565494
444	0.4685659955
445	0.4680872987
446	0.4670085821
447	0.4657742806
448	0.4654138679
449	0.4651019161
450	0.4645396805
451	0.4632855437
452	0.4627712914
453	0.4615304234
454	0.4599558593
455	0.4588709138
456	0.4585284034
457	0.4578614649
458	0.4573013936
459	0.4572118777
460	0.4566323789
461	0.4565115829
462	0.4554396139
463	0.454365291
464	0.4538783613
465	0.4534476725
466	0.4527578451
467	0.4519214067
468	0.4511910454
469	0.4498979008
470	0.449219933
471	0.4484832813
472	0.447384685
473	0.4470419065
474	0.4466466688
475	0.4458162348
476	0.4454220132
477	0.4452024835
478	0.4445048181
479	0.4440254773
480	0.4427886085
481	0.4423336654
482	0.4420316758
483	0.440901346
484	0.4400601341
485	0.4389870625
486	0.4385562362
487	0.4382590798
488	0.437907869
489	0.4371769349
490	0.4366140329
491	0.4362201717
492	0.4361359559
493	0.4353275155
494	0.4344071165
495	0.4331059865
496	0.4326622285
497	0.4314025169
498	0.4312006454
499	0.4301716157
500	0.4296680727
501	0.4288907164
502	0.4282245307
503	0.4272754265
504	0.4271833594
505	0.4270599909
506	0.4269814624
507	0.4260322069
508	0.4248783887
509	0.4247978175
510	0.4243162329
511	0.423713526
512	0.423638827
513	0.4233495458
514	0.423172824
515	0.4221180086
516	0.4213735288
517	0.4211841853
518	0.4205217557
519	0.4203431872
520	0.4194365496
521	0.4190707293
522	0.4179819665
523	0.4170863271
524	0.4167017434
525	0.415823629
526	0.4149794608
527	0.4144107702
528	0.4141852724
529	0.4132375264
530	0.412078875
531	0.4114396031
532	0.4103942366
533	0.4101807768
534	0.4098672524
535	0.4093213121
536	0.409021778
537	0.408087315
538	0.4079350335
539	0.4077970771
540	0.4066415847
541	0.4062515042
542	0.4056066979
543	0.4054085898
544	0.4050313694
545	0.4047152308
546	0.4038274308
547	0.4029523878
548	0.4020674064
549	0.4011004506
550	0.4008509037
551	0.4001116799
552	0.3994918966
553	0.3988978193
554	0.3988334225
555	0.398407084
556	0.3983081393
557	0.3975976247
558	0.3966631621
559	0.3965813586
560	0.3960509447
561	0.3946909242
562	0.3945252912
563	0.3938989523
564	0.393608819
565	0.393193323
566	0.3931266328
567	0.392866927
568	0.3927428141
569	0.3926759423
570	0.391953918
571	0.3911022087
572	0.3903338415
573	0.3895999276
574	0.3887619729
575	0.3885821015
576	0.3884972069
577	0.3878776488
578	0.3875928527
579	0.3870875895
580	0.3867834633
581	0.3860548226
582	0.385546505
583	0.3853445489
584	0.3844084437
585	0.3837020457
586	0.3830237648
587	0.3824981432
588	0.381789616
589	0.3810622134
590	0.3805631506
591	0.3801370286
592	0.3797872204
593	0.3793198827
594	0.3789172989
595	0.378838086
596	0.3784975301
597	0.3781734792
598	0.3777579844
599	0.3773007887
600	0.3762267115
601	0.3751748593
602	0.3750413704
603	0.3749100287
604	0.3743193109
605	0.3742662163
606	0.3735976486
607	0.3735137544
608	0.373087075
609	0.3727091969
610	0.3723825908
611	0.3714355786
612	0.3704708925
613	0.3703375274
614	0.3694312633
615	0.3693650803
616	0.3690502125
617	0.3686138113
618	0.3685327143
619	0.3682922729
620	0.3680241489
621	0.3678688765
622	0.3670074537
623	0.3667421773
624	0.3662739863
625	0.3660431374
626	0.3656439456
627	0.365445794
628	0.3652027534
629	0.3643616299
630	0.3642665243
631	0.3640241696
632	0.3632089027
633	0.363012265
634	0.3621866448
635	0.3619827838
636	0.3619071764
637	0.3616024515
638	0.3613198166
639	0.3611128272
640	0.3604710566
641	0.359986542
642	0.3593934771
643	0.3592208324
644	0.3588530271
645	0.3581563355
646	0.3577019546
647	0.3569524844
648	0.3560665093
649	0.3557577951
650	0.355683988
651	0.355633324
652	0.3552340672
653	0.3543920107
654	0.3536660961
655	0.3530428577
656	0.352167067
657	0.3514316879
658	0.3512911876
659	0.3506457452
660	0.3504337902
661	0.3496680203
662	0.3492950495
663	0.3483885971
664	0.3483054329
665	0.3478964769
666	0.3473267989
667	0.3472109919
668	0.3470677867
669	0.3461439179
670	0.3454817805
671	0.3447603606
672	0.3445610188
673	0.3444571965
674	0.3439189442
675	0.3438107624
676	0.3429475872
677	0.3424359027
678	0.3418592195
679	0.3410465405
680	0.3405520411
681	0.3405129813
682	0.3400052228
683	0.3393908878
684	0.3390546063
685	0.3384621149
686	0.3382226843
687	0.3378723287
688	0.3369796507
689	0.3367504931
690	0.3361180044
691	0.3358842474
692	0.3358210632
693	0.3352074877
694	0.3346895845
695	0.3345513163
696	0.3344758859
697	0.3339455243
698	0.333797878
699	0.3337514986
700	0.3330065575
701	0.3325516513
702	0.3321113477
703	0.3319645903
704	0.3314810099
705	0.3314316051
706	0.3305559526
707	0.3301667714
708	0.3296480282
709	0.3295949626
710	0.329072313
711	0.3288074363
712	0.3286727161
713	0.328620165
714	0.3281198009
715	0.3275665533
716	0.3270347739
717	0.3267640753
718	0.3265069587
719	0.3259971433
720	0.325314968
721	0.3246056927
722	0.3240473099
723	0.3235356815
724	0.3232275902
725	0.3228810307
726	0.3221638688
727	0.3215019178
728	0.3209321934
729	0.3204832112
730	0.3203346286
731	0.3200692519
732	0.3200136102
733	0.3193405613
734	0.3187946269
735	0.3184257957
736	0.3178834336
737	0.3177238899
738	0.3171238635
739	0.3169881174
740	0.3169193612
741	0.3166051265
742	0.3160543166
743	0.3155702981
744	0.3149199521
745	0.3144981342
746	0.3144366422
747	0.3140069189
748	0.3134832461
749	0.3133229925
750	0.3125847747
751	0.3119825425
752	0.3116475266
753	0.3115231591
754	0.3114599762
755	0.3110866006
756	0.3109711662
757	0.3103220601
758	0.3099874491
759	0.3097447409
760	0.3092052928
761	0.3086734269
762	0.3085868626
763	0.3085437285
764	0.3082877099
765	0.3080203463
766	0.3071735192
767	0.3067821961
768	0.3067386574
769	0.3064348135
770	0.3058449588
771	0.3054017545
772	0.3052987735
773	0.3051166341
774	0.3044946721
775	0.3037664114
776	0.3033160848
777	0.3029175331
778	0.3028732568
779	0.3021646504
780	0.3014090371
781	0.301150502
782	0.300640034
783	0.3004970881
784	0.3004537276
785	0.300189805
786	0.3001581374
787	0.2998476414
788	0.2991897494
789	0.2986672102
790	0.2984900069
791	0.2976927986
792	0.2974831786
793	0.2968416365
794	0.2964393685
795	0.2959033098
796	0.2956049311
797	0.2954172985
798	0.2950490289
799	0.2950064355
800	0.2946026945
801	0.2943021153
802	0.2936568257
803	0.2932266725
804	0.2925700335
805	0.2924404654
806	0.2922552048
807	0.2922106211
808	0.2918107619
809	0.291144949
810	0.2906088077
811	0.290213186
812	0.2897107749
813	0.2894388823
814	0.2891891287
815	0.2886684623
816	0.2882233131
817	0.2879955155
818	0.2877041047
819	0.2872218461
820	0.2867925638
821	0.2864795914
822	0.2860587905
823	0.2858972486
824	0.2856598764
825	0.2853279267
826	0.2848779928
827	0.2847686166
828	0.284492463
829	0.2841486239
830	0.2840253392
831	0.2835933603
832	0.2831230509
833	0.2826682442
834	0.282582783
835	0.2823341232
836	0.2820569022
837	0.2814118945
838	0.2808785084
839	0.2805772772
840	0.2801039239
841	0.2798278243
842	0.2794419095
843	0.2789128283
844	0.2788693121
845	0.2786412689
846	0.2786014965
847	0.2784099517
848	0.2780857385
849	0.2775619445
850	0.2768541683
851	0.2765634298
852	0.2765114751
853	0.2758879909
854	0.2758451963
855	0.2754754392
856	0.2753615761
857	0.2753257792
858	0.2752940883
859	0.2750771188
860	0.275043353
861	0.2747029013
862	0.2744946362
863	0.2739197323
864	0.2734668495
865	0.2729032272
866	0.272870037
867	0.2725405719
868	0.2722626624
869	0.2715445481
870	0.2712871298
871	0.2709876546
872	0.2708770537
873	0.2707755615
874	0.2707397843
875	0.270422082
876	0.269755966
877	0.2690782839
878	0.2689448395
879	0.2684648762
880	0.2683402877
881	0.2679088018
882	0.2678440627
883	0.2674862304
884	0.2671885425
885	0.2668970969
886	0.2667863139
887	0.2665608444
888	0.2661915193
889	0.2661541447
890	0.2659859656
891	0.2653844194
892	0.2651271357
893	0.2647553477
894	0.2643756764
895	0.2642794143
896	0.2636098897
897	0.2632465039
898	0.2629302497
899	0.2623839813
900	0.2623023793
901	0.2620670512
902	0.2612902206
903	0.260901355
904	0.2605428597
905	0.260392673
906	0.2601279053
907	0.25970338
908	0.259360256
909	0.2591681589
910	0.2588923685
911	0.2586419808
912	0.258489923
913	0.2583717077
914	0.2580049375
915	0.2578266526
916	0.2573716356
917	0.2571593663
918	0.2570251728
919	0.2569343683
920	0.2564619224
921	0.2561949904
922	0.2559641344
923	0.25545106
924	0.2552934526
925	0.2552606198
926	0.2548840897
927	0.2543561129
928	0.2543205325
929	0.2539167674
930	0.2536812915
931	0.2535915228
932	0.2534565319
933	0.2532553473
934	0.2527157905
935	0.2522450908
936	0.2519413343
937	0.2515093195
938	0.2512336842
939	0.2508285759
940	0.2504705397
941	0.2499420255
942	0.249680426
943	0.249606039
944	0.249248008
945	0.2492050966
946	0.2489566851
947	0.2484173018
948	0.2482238644
949	0.2480848845
950	0.2476332218
951	0.2475003001
952	0.2471712451
953	0.246789677
954	0.2463342285
955	0.2459050977
956	0.2454280178
957	0.2451781863
958	0.2448502542
959	0.2447014097
960	0.2444879429
961	0.2444361609
962	0.244288182
963	0.2437678388
964	0.2433203366
965	0.2429346327
966	0.2425488247
967	0.2423023995
968	0.2419972326
969	0.2415340686
970	0.241156443
971	0.2408957574
972	0.2404696328
973	0.2400184803
974	0.2396802927
975	0.2393409978
976	0.2389751893
977	0.2388325423
978	0.2383793223
979	0.2382464206
980	0.2378585055
981	0.2374462185
982	0.2372122869
983	0.2367856691
984	0.2363877206
985	0.2361661817
986	0.2358674733
987	0.2353366697
988	0.2353019866
989	0.2349621369
990	0.2348387618
991	0.2345947054
992	0.2340595226
993	0.2335639512
994	0.233330796
995	0.2328601633
996	0.2326768545
997	0.2320698658
998	0.2315065244
999	0.2312550361
